Unnamed:_0,TIN,Taxpayer,Tax_Account_No,Tax_Type,Tax_Period_Year,Assessment_No,Received_Date_,Entry_Date,Due_Date,Form_No,Form_Version_No,IRC_Form_Version_No,Form_Description,10.Gross_sales_(cash_/_credit,11.Gross_contract_and_sub-con,12.Partnership_distribution_i,13.Distributions_from_trusts,14.Oil_pipeline_tariffs_and_r,15.Dividend_income,16.Exchange_gains_/_losses,17.Interest_income,18.Rental_income,19.Royalty_income,20.Other_gross_income,90.TOTAL_GROSS_INCOME,100.Cost_of_goods_sold,101.Rented_property_expenses_i,102.Resource_operations_joint_,103.Amortisation,104.Advertising_and_promotion,105.Bad_debts_written_off,106.Borrowing_expenses,107.Commissions,108.Contract_employees,109.Consultancy_fees,110.Consumables,111.Depreciation,112.Development_levy,113.Directors'_fees_and_expens,114.Entertainment_expenses,115.Foreign_exchange_losses_/_,116.Gifts_and_donations,117.Insurance,118.Interest_expense_-_PNG,119.Interest_expense_-_Foreign,120.Lease_payments,121.Legal_expenses,122.Management_fees_-_PNG,123.Management_fees_-_Foreign,124.Motor_vehicle_expenses,125.Repairs_and_maintenance,126.Rental_expenses,127.Royalties_-_PNG,128.Royalties_-_Foreign,129.Salaries_/_wages,130.Superannuation_-_PNG,131.Superannuation_-_Foreign,132.Travel_and_accommodation,133.All_other_expenses,190.TOTAL_OPERATING_EXPENSES,200.Amortisation_charged_in_th,201.Depreciation_charged_in_th,202.Non-allowable_capital_expe,203.Increase_in_provisions_and,204.Income_Tax_(if_claimed_in_,205.Non-allowable_donations_or,206.Non-allowable_legal_expens,207.Goodwill_or_formation_expe,208.Recouped_lease_premiums,209.Excess_management_fees_(S6,210.Excess_interest_deductions,211.Other_items_not_allowable_,290.TOTAL_NON-DEDUCTIBLE_ITEMS,300.Non-assessable_income,301.Depreciation_for_tax_purpo,302.Depreciation-IncentiveOnly,303.Allowable_exploration_dedu,304.Allowable_capital_expendit,305.Allowable_capital_expendit,306.Section_155N_Inc.deduction,307.Double_deductions,308.Prior_Year_Losses_Utilised,309.Other_tax_deductible_items,310.Net_exempt_income,311.Res._royalty_and_dev.levy_,312.Other_Tax_Deductible_Items,390.TOTAL_DEDUCTIBLE_ITEMS_(ex,400.Dividend_rebate_(S216),401.Foreign_taxes_paid_(S219),402.Resource_royalty_and_devel,490.TOTAL_OTHER_CREDITS_AND_RE,500.Cash_/_Investments,501.Inventory_(closing_stock),502.Accounts_receivable_(trade,503.Pre-paid_Expenses,504.Other,515.TOTAL_CURRENT_ASSETS,520.Property_/_Equipment,521.Leasehold_Improvements,522.Equity_/_Other_Investments,523.Other,524.LESS_Accumulated_depreciat,535.TOTAL_FIXED_ASSETS,536.TOTAL_ASSETS,540.Accounts_payable,541.Accrued_salary_/_wages,542.Taxes_and_fees_payable,543.Unearned_revenue,544.Other,555.TOTAL_CURRENT_LIABILITIES,560.Mortgage,561.Loans_from_directors,562.Other_loans,563.Other_long-term_liabilitie,575.TOTAL_LONG-TERM_LIABILITIE,590.TOTAL_LIABILITIES,600.35_Interest,601.35A_Fishing_operations,602.42_Dividends,603.45B_Export_sales,604.45I_Rural_development_ince,605.45N_Bougainville_incentive,606.68A_Solar_heating,607.69A_Gifts_-_Sporting_bodie,"608.69C_Gifts_-_Law,_order,_an",609.69E_Gifts_-_Charitable_org,610.69H_Gifts_-_Law_/_order_pr,611.69I_Gifts_-_National_day_c,612.69K_Gifts_-_PNG_Sports_Fed,613.69M_Island_Forum,614.70A_Education_expenses_(in,615.72A_Double_deduction_-_Sta,616.72C_Double_deduction_-_Exp,617.72C_Double_deduction_-_Exp,618.73(3)_Depreciation_-_20%_l,619.73(4)_Depreciation_-_Fuel_,620.73(5)_Depreciation_-_Non-o,621.73(6)_Depreciation_-_Non-o,622.73(7)_Depreciation_-_Indus,623.73(9)_Depreciation_-_Prima,624.95(1)_Research_/_Developme,625.97A_Primary_production_dev,626.97B(1)_150%_Extension_serv,627.155J_Double_deduction_-_Un,628.155N_Amortisation_-_Explor,629.156D_Amortisation_-_Explor,630.156E_Double_deduction_-_Ex,631.158J_Amortisation_-_Allowa,632.Ch119_Pioneer_industries,633.219_Current_year_approved,634.219D_Expenditure_for_the_p,635.Other,690.TOTAL_Enter_the_sum_of_all,710.Current_Year_Profit_/_Loss,715.Loss_Utilised_From_Prior_Y,718.TAXABLE_INCOME,720.GROSS_TAX_,"730.Less_Other_Credits,_Rebate",740.GROSS_TAX_NET_OF_OTHER_CRE,750.Plus_Additional_Profits_Ta,755.Total_Tax_Payable,760.Less_Infrastructure_develo,770.Less_Interest_Withholding_,780.Less_Business_Payments_Tax,781.Total_Tax_To_Pay_(After_In,790.Less_Prov_Tax_-_APT,800.NET_TAX_PAYABLE_/_(REFUNDA,801.Instalment_basis_for_futur,901.Total_DIRECTOR'S_FEES,902.Total_SALARY_OR_WAGES,903.Total_ALLOWANCES,904.Total_SALARY/WAGES_TAX_DED,911.Total_BPT__INCOME,912.Total_BPT_TAX_DEDUCTED,919.SCHEDULE_3,920.Total_dividends_paid_durin,921.Total_DWT_due,922.LESS_DWT_paid,923.TOTAL_1_-_DIVIDENDS_PAID_(,924.Total_GROSS_DIVIDEND_OR_DI,925.Total_DWT_DEDUCTED,926.Total_DIVIDEND_FOREIGN_TAX,927.ADD_DWT_or_UTWT_carried_fo,928.TOTAL_2_(DWT_deducted_plus,929.BALANCE_PAYABLE_/_(OR_TO_B,931.Total_GROSS_INTEREST_PAID,932.Total_IWT_DEDUCTED,933.FOREIGN_TAX_PAID_(IF_APPLI,951.Total_TOTAL_RENT_PAID_DURI,966.ROYALTY_PAYMENTS_Tot._Paid,971.MANAGEMENT_FEES_Tot._Paid,976.FOREIGN_SHIPPING_Tot._AMO,981.SUPER_Total_FULLY-TAXED,982.SUPER_Total_EMPLOYER'S,983.SUPER_Total_EMPLOYEES',984.SUPER_Total_PAYOUTS,985.SUPER_Total_LOAN_BAL_START,986.SUPER_Total_INTEREST,987.SUPER_Total_REPAYMENTS,"988.SUPER_Total_LOAN,BAL_END",991.TOTAL_BENEFICIARY'S_SHARE,992.TOTAL_AMOUNT_Income_Deriv,Sector_Activity,Ent_Activity_Code,Enterprise_Activity,632.S219C_Infrastr.Develop._Cr,636.S35_Tax_Foregone,637.S35A_Tax_Foregone,638.S42_Tax_Foregone,639.S45I_Tax_Foregone,640.S68A_Tax_Foregone,641.S69A_Tax_Foregone,642.S69C_Tax_Foregone,643.S69E_Tax_Foregone,644.S69H_Tax_Foregone,645.S72C_D.Ded.Manufac,646.S72C_D.Ded.Tourism,647.S73(3)_Tax_Foregone,648.S73(4)_Tax_Foregone,649.S73(5)_Tax_Foregone,650.S73(6)_Tax_Foregone,651.S73(7)_Tax_Foregone,652.S73(9)_Tax_Foregone,653.S95(1)_Tax_Foregone,654.S97A_Tax_Foregone,655.S97B(1)_Tax_Foregone,656.S155J_Tax_Foregone,657.S155N_Tax_Foregone,658.S156D_Tax_Foregone,659.S158J_Tax_Foregone,660.S219C_Tax_Foregone,661.Other_Tax_Foregone,689.TOTAL_Tax_Revenue_Foregone,763.Less_Res.Royalty/Dev_levy,782.Tot.Tax_To_Pay_(AfterRRDCr,Assessed_Date,1.Percentage_of_gross_sales,311.Res_royalty_and_dev_levy.1,Total_Sales_Revenue,Total_Distributions_Royalties,Total_Investment_Income,Total_Other_Income,Total_Cost_of_Goods_Sold,Total_Property_Rental_Expenses,Total_Resource_Operations,Total_Depreciation_Amortization,Total_Marketing_Promotion,Total_Financial_Expenses,Total_Employee_Expenses,Total_Professional_Fees,Total_Operational_Expenses,Total_Amortization_Depreciation,Total_Non_Allowable_Capital_Expenses,Total_Provisions_Taxes,Total_Non_Allowable_Donations_Legal,Total_Goodwill_Formation_Expenses,Total_Recouped_Lease_Premiums,Total_Excess_Fees_Interest,Total_Other_Non_Allowable_Items,Total_Non_Assessable_Income,Total_Depreciation,Total_Exploration_Capital_Expenditure,Total_Section_Specific_Deductions,Total_Prior_Year_Losses,Total_Other_Deductible_Items,Total_Net_Exempt_Income,Total_Resource_Royalty_Dev_Levy,Total_Dividend_Rebate,Total_Foreign_Taxes_Paid,Total_Resource_Royalty_Development,Total_Current_Assets,Total_Fixed_Assets,Total_Current_Liabilities,Total_Long_Term_Liabilities,Total_Tax_Incentives_Deductions,Total_Taxable_Income_Tax_Payable,Total_Section_Specific_Tax_Foregone,Total_Other_Tax_Foregone,Total_Directors_Salary_Related,Total_Business_Payments_Tax,Total_Dividends,Total_Interest_Withholding_Tax,Total_Rent_Royalty_Payments,Total_Management_Foreign_Shipping_Fees,Total_Superannuation_Payments,Total_Loan_Related_Payments,Total_Liabilities,Total_Gross_Income,Non_Operating_Income
30,500000116,BISHOP BROTHERS ENGINEERING LTD,34301,CORPORATE INCOME TAX,2018,1629325,01-03-2019,26-03-2019,01-07-2019,39,7,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,125911015.1,0,0,0,0,0,0,0,1656238.9,0,1451218.91,129018472.9,68168583.08,0,0,0,640462.39,0,0,0,0,0,1266569.21,2486111.72,0,0,13677.47,266635.55,0,475487.85,860872.88,0,0,0,0,0,354155.94,469403.94,613088.47,0,0,9120121.77,684047.05,0,840925.84,6820055.06,93080198.22,0,2486111.72,0,0,0,13677.47,29177.06,0,0,0,0,485315.25,3014281.5,0,2954200.38,0,0,0,0,0,0,0,0,0,0,951504.74,3905705.12,0,0,,0,19929969.62,36777687.04,10803478.75,0,331757.54,67842892.95,116616422.9,0,1887922.28,19847009.36,26595665.56,111755689,179598581.9,9378860.87,0,1729282.3,0,12516948.64,23625091.81,0,0,0,4960894.76,4960894.76,28585986.57,0,0,0,,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,35046851.06,0,35046851.06,10514055.32,0,10514055.32,0,10514055.32,0,0,0,10514055.32,9144732.62,1369322.7,10514055.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613088.47,0,0,0,0,0,0,0,0,0,0,0,0,0,"6000 WHOLESALE AND RETAIL TRADE, SALE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",6110,"RETAIL SALE IN NON-SPECIALISED STORES (E.G., SUPERMARKETS AND DEPARTMENT STORES)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125911015.1,0,0,3107457.81,68168583.08,613088.47,0,2486111.72,640462.39,860872.88,9804168.82,0,10506910.86,2486111.72,0,0,42854.53,0,0,0,485315.25,0,4972223.44,0,0,0,951504.74,0,0,0,0,,67842892.95,164947020.1,23625091.81,4960894.76,0,133178034,0,,0,0,0,0,613088.47,0,0,0,28585986.57,129018472.9,3107457.81
31,500000134,ORICA SINGAPORE PTE LIMITED,52917,CORPORATE INCOME TAX,2015,639860,09-03-2016,19-06-2017,30-06-2016,39,4,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,54528236.57,0,0,0,0,0,0,0,0,0,13814.69,54542051.26,25092379.14,0,0,0,22929.98,0,0,0,0,156642.16,20906.84,1216731.66,0,0,5200.59,614611.39,0,340963.83,0,0,0,104616,0,0,386409.79,377436.36,195237.6,0,872679.79,6745848.22,0,0,682298.33,4447745.28,41282636.96,0,1216731.66,0,19386.88,0,5200.59,0,0,0,0,0,43654.21,1284973.34,0,1048142.83,0,0,0,0,0,0,0,52327.32,0,,,1100470.15,0,0,0,0,4856824.21,4716076.8,6059529.51,651011.33,84595.6,16368037.45,6879139.3,0,0,1202024.55,4049804.57,4031359.28,20399396.73,3285000.23,0,2430150.07,0,0,5715150.3,0,0,0,0,0,5715150.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13443917.49,0,13443917.49,4033175.25,0,4033175.25,0,4033175.25,0,0,0,4033175.25,6554716,-2521540.75,4033175.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195237.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3000 MANUFACTURING,3600,MANUFACTURE OF CHEMICALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54528236.57,0,0,13814.69,25092379.14,195237.6,0,1216731.66,22929.98,0,6745848.22,261258.16,7748252.2,1216731.66,0,19386.88,5200.59,0,0,0,43654.21,0,2433463.32,0,0,0,,0,,0,0,0,16368037.45,12130968.42,5715150.3,0,0,51086886.48,0,,0,0,0,0,195237.6,0,0,0,5715150.3,54542051.26,13814.69
32,500000134,ORICA SINGAPORE PTE LIMITED,52917,CORPORATE INCOME TAX,2016,639925,30-03-2017,19-06-2017,03-07-2017,39,5,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,59108492.21,0,0,0,0,0,0,0,0,0,57317.14,59165809.35,28690367.73,0,0,0,54470.93,0,0,0,0,379318.4,70655.77,1225115.03,0,0,16992.04,1034633.24,0,386540.36,0,0,0,11096.13,0,1913552.27,473778.01,336527.91,168901.72,0,717380.02,8290284.92,0,0,1081118.01,1598707.32,46449439.81,0,1225115.03,0,0,0,16992,0,0,0,0,0,18201,1260308.03,0,997965.89,0,0,0,0,0,0,0,132942.4,0,,,1130908.29,0,0,0,0,11873241.94,7729059.38,13930442.93,608013.95,109098.66,34249856.86,7533819.42,0,0,1545867.14,4732903.46,4346783.1,38596639.96,7399669.96,0,2569244.19,0,0,9968914.15,0,0,0,0,0,9968914.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12845769.28,0,12845769.28,3853730.78,0,3853730.78,0,3853730.78,0,0,0,3853730.78,4719394.76,-865663.98,3853730.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168902,717380.02,1913552.27,0,0,0,0,0,0,0,0,0,0,0,3000 MANUFACTURING,3600,MANUFACTURE OF CHEMICALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59108492.21,0,0,57317.14,28690367.73,168901.72,0,1225115.03,54470.93,0,8290284.92,2303966.8,5716332.68,1225115.03,0,0,16992,0,0,0,18201,0,2450230.06,0,0,0,,0,,0,0,0,34249856.86,13812590.02,9968914.15,0,0,48813923.24,0,,0,0,0,0,886282.02,1913552.27,0,0,9968914.15,59165809.35,57317.14
33,500000134,ORICA SINGAPORE PTE LIMITED,52917,CORPORATE INCOME TAX,2017,1151478,27-03-2018,28-03-2018,02-07-2018,39,6,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,56861531.03,0,0,0,0,0,0,0,0,0,750,56862281.03,23539469.25,0,0,0,11886,0,0,0,0,346412.23,32342.93,952391.95,0,0,4378.99,1229030.11,0,645406.61,0,0,0,0,0,2019238.54,642608.92,624278.33,144024.27,0,1129563.44,10000686.95,0,0,994139.21,2265213.36,44581071.09,0,952391.95,0,366238.33,0,3441.31,0,0,0,0,0,85135.71,1407207.3,0,1080805.93,0,0,0,0,0,0,0,303597.59,0,,,1384403.52,0,0,0,0,28303990.92,9247867.17,5535749.31,673877.47,155145.61,43916630.48,7888272.29,0,0,2198377.91,5685295.41,4401354.79,48317985.27,8942819.25,0,-2867799.34,0,979808.95,7054828.86,0,0,0,906024.95,906024.95,7960853.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12304013.72,0,12304013.72,3691204.12,0,3691204.12,0,3691204.12,0,0,0,3691204.12,4162029,-470824.88,3691204.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129563.44,2019238.54,0,0,0,0,0,0,0,0,0,0,0,3000 MANUFACTURING,3600,MANUFACTURE OF CHEMICALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56861531.03,0,0,750,23539469.25,144024.27,0,952391.95,11886,0,10000686.95,2365650.77,7566961.9,952391.95,0,366238.33,3441.31,0,0,0,85135.71,0,1904783.9,0,0,0,,0,,0,0,0,43916630.48,15771945.61,7054828.86,906024.95,0,46755252.16,0,,0,0,0,0,1129563.44,2019238.54,0,0,7960853.81,56862281.03,750
34,500000134,ORICA SINGAPORE PTE LIMITED,52917,CORPORATE INCOME TAX,2018,1637182,29-03-2019,02-04-2019,01-07-2019,39,7,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,58920958.84,0,0,0,0,0,0,0,0,0,58968.32,58979927.16,21242276.23,0,0,0,17971,0,0,0,0,383395.68,47922.46,1002670.19,0,0,8101.43,812811.79,0,690078.74,0,0,0,0,0,2897914.85,525012.79,935390.93,103680,0,1317513.33,11838957.36,0,0,497439.27,2859923.26,45181059.31,0,1002670.19,0,279195.31,0,4370.46,0,0,0,0,0,360740.87,1646976.83,0,1057721.42,0,0,0,0,0,0,0,0,0,0,99363.82,1157085.24,0,0,,0,32049063.46,8216437.79,13365389.33,35930.95,63024.39,53729845.92,9486415.63,0,0,1401188.29,5894062.52,4993541.4,58723387.32,7533093.04,0,0,0,108632.31,7641725.35,0,0,0,1073154.83,1073154.83,8714880.18,0,0,0,,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,14288759.44,0,14288759.44,4286627.83,0,4286627.83,0,4286627.83,0,0,0,4286627.83,3986499,300128.83,4286627.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103680,1317513.33,2897914.85,0,0,0,0,0,0,0,0,0,0,0,3000 MANUFACTURING,3600,MANUFACTURE OF CHEMICALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58920958.84,0,0,58968.32,21242276.23,103680,0,1002670.19,17971,0,11838957.36,3281310.53,7694194,1002670.19,0,279195.31,4370.46,0,0,0,360740.87,0,2005340.38,0,0,0,99363.82,0,0,0,0,,53729845.92,16781666.44,7641725.35,1073154.83,0,54297285.86,0,,0,0,0,0,1421193.33,2897914.85,0,0,8714880.18,58979927.16,58968.32
35,500000143,ASSOCIATED MILLS LTD,35710,CORPORATE INCOME TAX,2015,292350,02-05-2016,11-05-2016,30-06-2016,39,4,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,290704201.9,0,0,0,0,0,79623.86,56308.45,0,0,0,290840134.2,136278925.4,0,0,0,1663192.41,0,0,0,0,167703.75,483650.71,2620142.36,0,21000,0,0,0,1555107.54,0,0,0,6174.2,14514926.43,7436100.26,1150272.71,4198179.49,1354695.84,0,0,11169629.96,455747.62,0,271795,28349046.13,211696289.8,0,2620142.36,0,1625593.71,0,0,5313.37,0,0,0,0,2436529.56,6687579,0,1024163.75,0,0,0,0,0,0,0,666534.56,0,,,1690698.31,0,0,0,0,95652770,26065942,64371966,0,8486802,194577480,64471375.86,0,0,0,36536752.92,27934622.94,222512102.9,45841103,0,0,0,400050,46241153,0,0,0,3908008,3908008,50149161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84140725.09,0,84140725.09,25242217.53,0,25242217.53,0,25242217.53,0,4154.63,0,25242217.53,29641800,-4403737.1,25238062.9,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56308.45,4154.63,0,1354696,0,0,0,0,0,0,0,0,0,0,0,0,0,3000 MANUFACTURING,3114,MANUFACTURE OF GRAIN MILL PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290704201.9,0,56308.45,79623.86,136278925.4,1354695.84,0,2620142.36,1663192.41,0,11625377.58,22124904.64,36029051.58,2620142.36,0,1625593.71,5313.37,0,0,0,2436529.56,0,5240284.72,0,0,0,,0,,0,0,0,194577480,101008128.8,46241153,3908008,0,319730600.7,0,,21000,0,0,60463.08,1354696,0,0,0,50149161,290840134.2,79623.86
36,500000143,ASSOCIATED MILLS LTD,35710,CORPORATE INCOME TAX,2016,912895,01-05-2017,24-11-2017,03-07-2017,39,5,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,262126382.2,0,0,0,0,0,0,87231.83,0,0,0,262213614.1,132861503.8,0,0,0,2264391.26,0,0,0,0,158365.22,564316.94,2685595.74,0,18000,32686.16,2870676.55,0,2206337,0,1436151.06,0,2894,18632185,6929734.49,1548598.36,5636554.74,1668980.54,0,0,12307985.82,524857.8,0,582245.14,29451257.03,222383316.6,0,2685595.74,0,740302.05,0,0,6358.89,0,0,0,0,4003052.32,7435309,0,1234896.52,0,0,0,0,0,0,0,3295283.26,0,,,4530179.78,0,0,0,0,41451161,50056429,169393740,2386966,12929561,276217857,68812805,0,0,268502,39214423,29866884,306084741,101601904,0,0,0,529157,102131061,0,0,0,1608082,1608082,103739143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42735426.65,0,42735426.65,12820628,0,12820628,0,12820628,0,13084.77,0,12820628,27257106,-14449562.78,12807543.23,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87231.83,13084.7,0,1668981,0,0,0,0,0,0,0,0,0,0,0,0,0,3000 MANUFACTURING,3114,MANUFACTURE OF GRAIN MILL PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262126382.2,0,87231.83,0,132861503.8,1668980.54,0,2685595.74,2264391.26,1436151.06,12832843.62,25723178.71,42910671.92,2685595.74,0,740302.05,6358.89,0,0,0,4003052.32,0,5371191.48,0,0,0,,0,,0,0,0,276217857,108295730,102131061,1608082,0,162381536.5,0,,18000,0,0,100316.53,1668981,0,0,0,103739143,262213614.1,0
37,500000143,ASSOCIATED MILLS LTD,35710,CORPORATE INCOME TAX,2017,1386054,31-08-2018,03-09-2018,02-07-2018,39,6,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,276116784,0,0,0,0,0,0,70482,0,0,103438076,379625342,162086366,0,0,0,1757827,0,0,0,0,948374,413605,3730533,0,22500,8535,0,0,1941199,0,1278610.92,0,2543,18597203,8883299.08,1029625,5824787,3813161.53,0,6582863,14495840,443046,0,732311,26537699.47,259129928,0,3730533,0,4754233.19,0,8535,28480.46,0,0,0,0,1584926,10106707.65,5459368.31,2041925.32,0,0,0,0,0,0,0,99060640.57,0,,,106561934.2,0,0,0,0,130643770,44860818,54548575,0,24622561,254675724,132687006,0,0,777002,47270533,86193475,340869199,121832662,0,0,0,1364995,123197657,0,0,0,2223394,2223394,125421051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24040187.45,0,24040187.45,7212056.24,0,7212056.24,0,7212056.24,0,10572.3,0,7212056.24,15600000,-8398516.07,7201483.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000 MANUFACTURING,3114,MANUFACTURE OF GRAIN MILL PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276116784,0,70482,103438076,162086366,3813161.53,0,3730533,1757827,1278610.92,14938886,28431419.08,43093124.47,3730533,0,4754233.19,37015.46,0,0,0,1584926,5459368.31,7461066,0,0,0,,0,,0,0,0,254675724,180734541,123197657,2223394,0,91342140.03,0,,0,0,0,0,0,0,0,0,125421051,379625342,103438076
38,500000143,ASSOCIATED MILLS LTD,35710,CORPORATE INCOME TAX,2018,1848080,03-09-2019,26-09-2019,01-07-2019,39,7,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,423684235.3,0,0,0,0,0,3470481.73,123195.39,0,0,0,427277912.4,281657657.8,0,0,0,4294679.33,0,0,0,0,1010628.8,943291.78,5527475.47,0,13950,19719.85,0,0,2421915.08,0,4276000.02,0,194169.61,0,10286632.89,2107958.02,5248088.52,3201735.97,0,8718528.78,28747844.39,848800.35,0,2492780.29,37617142.49,399628999.4,0,5527475.47,0,0,0,11146.89,40695.23,0,0,0,0,7331974.41,12911292,0,3604124.22,0,0,0,0,0,0,0,0,0,0,5950849.99,9554974.21,0,0,,0,174808604.6,73926316.56,81843808.45,653635.32,8305792.78,339538157.7,92666440.42,0,0,886189.44,0,93552629.86,433090787.6,188929727.1,0,0,0,2457306.4,191387033.5,0,0,0,4147833.12,4147833.12,195534866.6,0,0,0,,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,0,31005230.74,0,31005230.74,9301569.22,0,9301569.22,0,9301569.22,0,18479,0,9301569.22,11232000,-1948909.78,9283090.22,13950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18479,0,0,3201735.97,4894268.8,10286633,0,0,0,0,0,0,0,0,0,0,0,3000 MANUFACTURING,3114,MANUFACTURE OF GRAIN MILL PRODUCTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423684235.3,0,123195.39,3470481.73,281657657.8,3201735.97,0,5527475.47,4294679.33,4276000.02,29596644.74,11491431.3,59583374.81,5527475.47,0,0,51842.12,0,0,0,7331974.41,0,11054950.94,0,0,0,5950849.99,0,0,0,0,,339538157.7,93552629.86,191387033.5,4147833.12,0,117801397.8,0,,13950,0,0,18479,8096004.77,10286633,0,0,195534866.6,427277912.4,3470481.73
39,500000152,STARWEST CONSTRUCTION LIMITED,81084,CORPORATE INCOME TAX,2015,359317,16-08-2016,22-08-2016,30-06-2016,39,4,CIT COY1 PT,CORPORATE INCOME TAX RETURN FORM 1 for PT Resident Company,0,87467505,0,0,0,0,0,0,0,0,324967,87792472,0,0,0,0,0,0,0,0,0,0,0,5549735,0,0,23470,0,0,834488,54744,0,60488,0,0,0,0,24629501,331899,0,0,27718646,0,0,2791757,26120989,88115717,0,5549735,0,-1429335,0,23470,0,0,0,0,0,20725,4164595,0,3523741,0,0,0,0,0,367680,0,1882792,0,,,5774213,0,0,0,0,5542892,19617869,21927012,0,0,47087773,13082664,0,0,1142390,0,14225054,61312827,21011991,0,0,0,11388845,32400836,0,0,3961278,677486,4638764,37039600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1932863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000 CONSTRUCTION,5110,CONSTRUCTION OF BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87467505,0,0,324967,0,331899,0,5549735,0,54744,27718646,0,54460693,5549735,0,-1429335,23470,0,0,0,20725,0,11099470,0,367680,0,,0,,0,0,0,47087773,14225054,32400836,4638764,0,-1932863,0,,0,0,0,0,0,0,0,0,37039600,87792472,324967
